movieId,imdbId,tmdbId
7061,0031210,27972
6412,0031225,43828
25852,0031359,55207
920,0031381,770
7311,0031385,42852
2899,0031397,42518
7840,0031398,24965
8404,0031448,27118
7079,0031455,31685
2207,0031505,31995
917,0031580,26531
6513,0031602,18569
954,0031679,3083
936,0031725,1859
4178,0031742,51802
2847,0031762,43832
6783,0031885,776
2649,0031951,3077
7072,0031971,995
99276,0031995,38727
59180,0032007,40044
962,0032022,26378
919,0032138,630
927,0032143,22490
25856,0032145,3084
3929,0032234,911
1282,0032455,756
929,0032484,25670
37211,0032536,22575
3095,0032551,596
1281,0032553,914
951,0032599,3085
25865,0032701,17801
941,0032762,32093
2637,0032818,31498
8522,0032828,29353
3870,0032881,23283
898,0032904,981
596,0032910,10895
7579,0032943,43818
928,0032976,223
5232,0032993,13861
3122,0033021,1718
3097,0033045,20334
7219,0033149,16933
32844,0033238,43824
25868,0033373,29884
32882,0033388,26182
923,0033467,15
7208,0033553,3022
1029,0033563,11360
42681,0033627,21735
7216,0033717,27725
1935,0033729,43266
8465,0033774,41495
2935,0033804,3086
4801,0033836,43802
913,0033870,963
8331,0033874,26319
973,0033891,32574
2205,0033922,24197
25874,0033945,28789
956,0034012,43795
5234,0034116,31812
31116,0034167,16442
7833,0034172,14590
2936,0034240,16305
2206,0034248,11462
2654,0034398,13666
71525,0034424,61524
2018,0034492,3170
912,0034583,289
7713,0034587,25508
3628,0034742,29372
2650,0034786,3074
45179,0034798,17131
25882,0034828,36612
3061,0034862,13485
7583,0034890,43525
6743,0034928,23033
8422,0034946,53779
5177,0035015,965
8336,0035019,39871
1936,0035093,27367
2638,0035096,29239
4920,0035140,32847
2937,0035169,32255
5644,0035211,19140
25886,0035238,22387
5231,0035262,31805
2204,0035279,31997
6228,0035417,23159
4992,0035423,11232
8765,0035432,16703
946,0035446,198
7584,0035567,20640
6856,0035575,3087
47493,0035703,59964
8700,0035799,22871
897,0035896,27854
2651,0035899,3076
4923,0035957,43510
3377,0035966,22178
25891,0035979,18727
7883,0036027,27130
8612,0036098,2202
5825,0036112,25037
3936,0036261,15855
5001,0036323,18783
3611,0036326,14906
45679,0036341,20945
2203,0036342,21734
2653,0036376,32023
6477,0036377,43516
128235,0036391,43513
77435,0036430,43517
25898,0036506,41391
1269,0036613,212
25900,0036733,28436
3435,0036775,996
3643,0036824,22994
906,0036855,13528
1939,0036868,887
1937,0036872,17661
38384,0036891,36498
25901,0036910,22638
2647,0036931,3103
6983,0036969,22744
942,0037008,1939
2202,0037017,13321
918,0037059,909
25904,0037075,21451
25906,0037094,43307
2635,0037098,29242
2636,0037099,29243
1069,0037101,1834
7059,0037120,17641
7832,0037365,14594
7215,0037382,22584
33587,0037415,16373
25911,0037469,17136
3599,0037514,17889
4969,0037515,4886
7702,0037536,32430
1337,0037549,30346
2927,0037558,851
8583,0037604,54028
3966,0037638,20367
87598,0037651,107973
2920,0037674,2457
4194,0037800,56137
8584,0037865,17645
1938,0037884,28580
2612,0037913,3309
8482,0037988,16559
5233,0038032,29021
5169,0038057,17058
61634,0038097,43177
80346,0038104,119764
931,0038109,4174
8460,0038116,27686
25916,0038160,18771
1024,0038166,15947
966,0038235,43488
960,0038300,22688
33760,0038303,43471
8003,0038343,24111
7064,0038348,648
1284,0038355,910
8766,0038360,20298
47714,0038363,19072
25920,0038369,16090
3792,0038499,32275
2940,0038559,3767
47728,0038577,29589
5375,0038589,28907
953,0038650,1585
7943,0038669,14638
3775,0038718,20343
7210,0038762,3088
930,0038787,303
68872,0038823,8429
7728,0038854,25736
8208,0038873,56135
5304,0038890,307
2099,0038969,13850
3849,0038975,27452
3965,0038988,27033
25927,0038991,20246
5601,0039111,19049
964,0039152,22356
8695,0039169,27437
4184,0039190,19490
8338,0039192,16391
5289,0039204,17487
1068,0039286,28120
7217,0039302,16227
6047,0039305,20663
6603,0039335,41206
8611,0039370,43466
3759,0039404,46929
1940,0039416,33667
31973,0039417,8016
943,0039420,22292
41585,0039536,21454
7058,0039566,41465
3656,0039589,30308
2398,0039628,11881
3632,0039631,30588
5167,0039645,18649
25929,0039661,19169
25930,0039677,43461
2066,0039689,678
2201,0039694,31667
3349,0039698,149687
8420,0039725,20849
6467,0039739,49842
3380,0039748,43463
7826,0039808,40092
7835,0039853,14595
1154,0039881,26174
66686,0039941,29117
3928,0040068,3073
8767,0040160,19974
32371,0040202,26038
25937,0040308,29380
46664,0040338,21631
746,0040366,26744
1941,0040416,23383
1152,0040427,31556
8463,0040495,62000
3334,0040506,11016
3089,0040522,5156
25940,0040525,3766
25941,0040536,946
8711,0040613,32294
8341,0040662,10949
5230,0040679,17804
1153,0040723,26167
7070,0040724,3089
2176,0040746,1580
8718,0040806,62694
5434,0040823,21635
25945,0040872,44190
1254,0040897,3090
25947,0040919,33115
6276,0040946,40718
7919,0040979,25858
7121,0041090,25431
3964,0041094,13465
7407,0041098,20278
1942,0041113,25430
42217,0041154,20530
8257,0041163,31623
115139,0041238,43398
8768,0041268,22112
69559,0041368,35404
8459,0041452,28571
7212,0041498,23567
963,0041509,40206
6650,0041546,11898
25952,0041587,45578
2430,0041650,39314
7924,0041699,30368
3606,0041716,31516
8752,0041859,17218
5440,0041866,13909
1026,0041890,29682
44073,0041931,4173
8263,0041944,33738
1212,0041959,1092
4338,0041996,15497
2200,0042004,4175
8491,0042041,15794
926,0042192,705
3364,0042208,16958
6739,0042209,23325
3341,0042276,24481
7395,0042327,33839
1022,0042332,11224
7223,0042369,18995
934,0042451,20758
8751,0042530,18671
3088,0042546,11787
6273,0042593,17057
755,0042644,110465
25962,0042646,43388
7196,0042727,1882
31770,0042788,19119
52378,0042792,28433
32369,0042832,32078
5291,0042876,548
5826,0042895,11617
3780,0042897,37744
2187,0042994,1978
25965,0043012,43390
922,0043014,599
6405,0043067,6646
59832,0043132,17221
6429,0043137,14551
31156,0043255,33475
969,0043265,488
1032,0043274,12092
900,0043278,2769
8785,0043313,50247
3736,0043338,25364
3406,0043379,23928
1253,0043456,828
7195,0043503,26712
87218,0043625,25738
6982,0043686,5000
47092,0043879,31152
8187,0043880,41204
3657,0043899,38688
7211,0043915,23152
3475,0043924,25673
5168,0043983,18646
6404,0044000,43361
8492,0044008,13188
8502,0044030,17820
2186,0044079,845
1104,0044081,702
89881,0044091,41800
2660,0044121,10785
5114,0044391,32499
3314,0044420,43368
25971,0044486,43358
25972,0044502,24003
3417,0044517,11570
1943,0044672,27191
4188,0044685,16618
1283,0044706,288
6669,0044741,3782
5470,0044744,20324
56015,0044789,21296
5603,0044829,32961
3559,0044837,28971
5604,0044876,32568
33917,0044896,93775
30712,0044954,31713
7705,0045012,33575
84098,0045029,76229
1226,0045061,3109
9012,0045109,50085
6527,0045125,33454
899,0045152,872
3207,0045162,4460
6830,0045205,19171
2848,0045251,47697
6611,0045274,833
4294,0045464,33743
935,0045537,29376
5017,0045555,14580
31109,0045557,74122
7571,0045564,21594
8616,0045586,19590
5372,0045591,14117
95113,0045719,65421
1944,0045793,11426
4356,0045810,759
2362,0045826,24018
3121,0045877,41462
6629,0045888,18573
4357,0045891,10297
2661,0045920,19483
6358,0045963,34857
32525,0046022,27030
7822,0046085,25009
2939,0046126,19997
2087,0046183,10693
7335,0046187,25955
6260,0046247,29912
916,0046250,804
7700,0046268,204
3871,0046303,3110
7942,0046345,47735
3196,0046359,632
970,0046414,22733
3404,0046435,16535
6643,0046438,18148
8199,0046478,14696
7209,0046487,778
8848,0046521,12548
2662,0046534,8974
1019,0046672,173
4319,0046719,43329
4420,0046754,34689
8008,0046807,18283
8337,0046816,10178
5085,0046828,51044
8920,0046874,2438
3930,0046876,10973
49688,0046889,13210
7116,0046911,827
1086,0046912,521
8462,0046963,43336
69945,0046969,20174
6237,0047030,17729
2363,0047034,1678
8524,0047086,17761
31374,0047094,16410
95115,0047114,43337
8618,0047136,26596
972,0047162,57575
25993,0047203,13457
1945,0047296,654
8654,0047365,65994
904,0047396,567
915,0047437,6620
25995,0047444,31372
8188,0047445,20532
6785,0047472,16563
2019,0047478,346
25996,0047522,3111
7234,0047528,405
8410,0047542,18398
2287,0047573,11071
4360,0047574,21468
8447,0047577,831
3675,0047673,13368
25999,0047677,28696
5079,0047688,43340
4767,0047795,26661
78111,0047840,43317
8094,0047849,14554
6431,0047860,51426
6231,0047873,43261
3292,0047878,22342
5795,0047880,48155
8451,0047885,26516
5333,0047892,26030
3340,0047898,36489
1008,0047977,35115
55895,0047985,18612
4298,0048021,934
949,0048028,220
6426,0048055,18721
142192,0048064,65014
3549,0048140,4825
4324,0048248,66035
2727,0048254,10056
96792,0048260,4822
4426,0048261,18030
2080,0048280,10340
5602,0048281,5506
8143,0048308,35987
3414,0048316,53879
3678,0048347,541
1946,0048356,15919
3035,0048380,37853
7013,0048424,3112
26003,0048434,803
7614,0048445,13936
6981,0048452,48035
668,0048473,5801
982,0048491,39940
1103,0048545,221
8921,0048563,65550
26005,0048579,31374
4359,0048605,10653
7941,0048641,11700
7585,0048673,50363
2656,0048696,9077
933,0048728,381
7787,0048729,16514
2184,0048750,11219
26007,0048752,36439
32469,0048801,5996
62049,0048918,1984
6516,0048947,38171
6918,0048956,897
952,0048960,2897
8194,0048973,40478
2967,0048977,42196
47721,0048980,15265
26009,0049012,33319
26010,0049055,28100
7075,0049096,11839
3845,0049189,8420
1301,0049223,830
4046,0049233,43258
948,0049261,1712
6064,0049291,28528
8403,0049301,42658
6357,0049314,11424
8136,0049363,48385
2664,0049366,11549
2726,0049406,247
2565,0049408,16520
5966,0049414,53712
2183,0049470,574
820,0049521,35206
82313,0049552,34667
47196,0049653,43542
26012,0049710,31378
3365,0049730,3114
26013,0049782,19742
7386,0049833,6844
8684,0049902,15244
8236,0049949,36786
4433,0049966,69605
1203,0050083,389
5300,0050086,14168
932,0050105,8356
89408,0050135,106833
8672,0050171,75046
6302,0050177,66918
1250,0050212,826
2652,0050280,3079
6970,0050307,24203
8675,0050356,15876
3038,0050371,21849
901,0050419,13320
6356,0050468,22201
6450,0050490,37103
3136,0050558,5652
3640,0050598,28973
3934,0050610,43230
7766,0050613,3777
6355,0050631,43232
5373,0050634,38360
937,0050658,18299
6227,0050659,18535
7206,0050706,427
3096,0050738,52470
2351,0050783,19426
1012,0050798,22660
2874,0050814,40867
3199,0050815,33734
1178,0050825,975
7357,0050839,43236
7697,0050861,24012
3659,0050873,26278
6390,0050972,43239
1237,0050976,490
5147,0050986,614
26025,0051003,18776
4432,0051036,976
7493,0051077,28285
8657,0051087,30054
5008,0051201,37257
2182,0051207,22527
3153,0051337,15515
3548,0051383,16347
3516,0051406,2006
3368,0051411,12501
1334,0051418,8851
971,0051459,261
8989,0051516,41253
4998,0051525,11414
5649,0051554,11868
2454,0051622,11815
938,0051658,17281
2519,0051744,15856
5836,0051745,1377
4948,0051755,34084
5384,0051758,28577
4798,0051773,22874
6630,0051776,37451
7925,0051808,1059
3605,0051818,18644
6452,0051878,40085
8009,0051911,33731
854,0051980,116690
41336,0051983,35124
3405,0051994,10971
1085,0052027,11331
1924,0052077,10513
7238,0052080,5055
939,0052126,64382
2670,0052151,18784
2941,0052225,17352
1248,0052311,1480
903,0052357,426
74630,0052427,56931
3801,0052561,93
670,0052572,896
1287,0052618,665
34608,0052619,57103
3833,0052646,33468
47287,0052700,35921
2043,0052722,18887
7303,0052738,2576
7916,0052847,43096
8197,0052893,5544
5383,0052905,11791
6031,0052918,34148
6239,0052948,11571
3933,0052969,43109
6561,0053084,12649
2634,0053085,18990
8484,0053114,31217
908,0053125,213
7180,0053133,26983
3379,0053137,35412
4802,0053143,9660
7088,0053146,40423
26052,0053168,690
6183,0053172,4952
2669,0053183,37305
2731,0053198,147
3923,0053219,38126
4329,0053221,301
3171,0053226,43103
1016,0053271,15944
2096,0053285,10882
910,0053291,239
123695,0053308,47925
3872,0053318,14698
7131,0053320,18904
2781,0053363,26857
841,0053459,31417
4914,0053472,269
4792,0053559,29756
4042,0053580,11209
909,0053604,284
8138,0053611,22718
8195,0053619,5165
8617,0053622,23724
8986,0053644,15788
32381,0053645,43029
8988,0053716,18973
8154,0053779,439
4190,0053793,22013
5799,0053804,1941
6449,0053841,42541
3602,0053848,18642
4796,0053877,25767
71404,0053882,18974
4403,0053925,23439
3469,0053946,1908
7820,0053976,11656
2079,0053994,43037
2747,0054033,24452
4327,0054047,966
3205,0054067,27632
4954,0054135,299
2488,0054167,11167
74089,0054176,51120
8487,0054188,19414
659,0054189,10363
1014,0054195,31102
1219,0054215,539
5119,0054269,37230
7818,0054279,36741
2728,0054331,967
1017,0054357,18444
3959,0054387,2134
7135,0054389,1818
7245,0054393,28586
6461,0054428,6643
2553,0054443,11773
9001,0054453,43752
8137,0054462,27545
7207,0054469,43049
70188,0054476,82311
8745,0054483,45608
8189,0054494,2546
2015,0054594,17984
6599,0054599,12491
7068,0054632,4024
2017,0054649,32611
3600,0054692,18228
902,0054698,164
5963,0054743,20139
6446,0054757,30462
63629,0054866,84050
72880,0054880,47122
3654,0054953,10911
3468,0054997,990
1076,0055018,16372
6777,0055031,821
2732,0055032,1628
6225,0055047,36362
60990,0055052,28273
8385,0055100,40894
4428,0055184,11536
86864,0055198,39410
5830,0055207,18993
2085,0055254,12230
6579,0055256,430
5063,0055257,18647
1013,0055277,19186
2782,0055304,28501
4804,0055312,248
3350,0055353,29478
3330,0055471,28569
7939,0055499,11602
6073,0055597,43028
8239,0055601,4497
3926,0055608,2160
1947,0055614,1725
3030,0055630,11878
116012,0055633,86616
5227,0055774,24248
7062,0055798,898
1344,0055824,11349
3627,0055830,16093
26079,0055892,109667
5981,0055894,21143
4263,0055895,32488
2949,0055928,646
3604,0056048,39391
26082,0056058,14537
4704,0056059,11385
8661,0056085,11897
2056,0056095,34774
32892,0056111,31442
8477,0056119,662
2365,0056142,1680
1204,0056172,947
2729,0056193,802
3737,0056195,43002
8650,0056196,43004
3062,0056197,9289
4406,0056217,11697
1267,0056218,982
106004,0056219,37342
7619,0056241,1162
26084,0056262,13671
26085,0056264,11085
6858,0056291,11502
26086,0056300,53218
5398,0056406,53229
6514,0056415,113739
2905,0056443,11712
8057,0056541,33632
7082,0056575,12708
1207,0056592,595
4051,0056600,0
6728,0056632,53650
7043,0056663,1626
3546,0056687,10242
26093,0056700,28367
8620,0056732,29264
26094,0056736,21135
1251,0056801,422
51773,0056825,47249
3921,0056860,26484
4687,0056868,26535
1333,0056869,571
3344,0056875,28172
43635,0056891,25167
911,0056923,4808
2554,0056931,30202
4274,0056937,8095
6432,0056956,42986
4401,0057007,15875
750,0057012,935
8850,0057063,19893
5057,0057071,17691
2948,0057076,657
8724,0057091,1040
6414,0057093,32328
1262,0057115,5925
2550,0057129,11772
3467,0057163,24748
2057,0057180,37969
3076,0057187,2690
4799,0057193,11576
7757,0057197,11533
4187,0057251,38805
3461,0057261,9960
32395,0057295,52302
1572,0057345,266
7938,0057358,29455
2136,0057372,18331
6662,0057413,936
6460,0057427,3009
2780,0057449,29056
5022,0057490,42987
8126,0057495,25504
2098,0057518,19762
6562,0057523,44916
1025,0057546,9078
7926,0057565,12493
8903,0057569,31655
8761,0057579,15081
6182,0057581,22233
1948,0057590,5769
3832,0057603,28043
4414,0057693,32569
44597,0057697,37939
107081,0057714,18624
7771,0057831,10604
8190,0057840,42791
26111,0057877,15421
3922,0057887,39113
8828,0057997,22543
71433,0058006,67612
7560,0058083,502
4795,0058092,30295
2947,0058150,658
2820,0058175,141489
2863,0058182,704
26116,0058213,10299
5651,0058230,19953
4399,0058249,36245
26117,0058262,24229
7564,0058279,30959
8857,0058294,60437
6522,0058324,39231
2181,0058329,506
1028,0058331,433
2784,0058333,25319
5638,0058379,1682
914,0058385,11113
7944,0058404,14703
26122,0058430,3763
3924,0058440,53617
199,0058450,5967
2951,0058461,391
73854,0058536,13382
83829,0058555,46787
30783,0058567,28055
7085,0058571,4939
3634,0058576,23518
50740,0058578,51863
7073,0058586,1594
3245,0058604,32015
26125,0058606,28504
3224,0058625,16672
42783,0058642,26782
3351,0058694,28177
3963,0058708,42797
6609,0058715,24192
5899,0058777,14433
32139,0058886,36815
5498,0058888,3780
680,0058898,8072
26131,0058946,17295
4394,0058953,26483
31737,0058997,1942
3873,0059017,11694
26133,0059026,13187
8494,0059037,886
98473,0059050,4311
7130,0059084,24134
2067,0059113,907
4402,0059124,26573
390,0059170,315
6448,0059183,10243
6813,0059221,13343
7067,0059229,19120
1083,0059243,11575
4189,0059245,2428
8821,0059255,7506
2946,0059260,14831
3520,0059287,26879
2856,0059297,28295
2983,0059319,15247
6416,0059358,29586
4806,0059527,25905
127052,0059550,20875
6178,0059573,33364
3789,0059575,20540
3681,0059578,938
7748,0059592,2786
40833,0059619,46591
3075,0059646,11481
97254,0059709,109600
6422,0059711,21027
49394,0059719,36265
4411,0059740,16211
1035,0059742,15121
8772,0059749,13580
1018,0059793,20723
7394,0059797,10338
26147,0059798,42731
2993,0059800,660
2783,0059821,29030
4339,0059885,21876
7051,0059903,3681
4191,0060086,15598
26150,0060107,895
26151,0060138,20108
26152,0060153,2661
3788,0060176,1052
6458,0060177,19728
6232,0060182,15347
1201,0060196,429
42900,0060268,4772
32387,0060277,19884
1164,0060304,8074
52435,0060345,13377
6447,0060355,1403
3653,0060371,21
6305,0060390,1714
3927,0060397,2161
7312,0060420,40454
4186,0060424,1888
4284,0060429,18691
4930,0060437,34388
8796,0060438,17768
34359,0060453,42719
3144,0060463,33666
69908,0060479,84278
8056,0060490,26268
8033,0060522,3001
60487,0060550,13353
107412,0060584,20878
7182,0060636,52867
1949,0060665,874
26157,0060666,22293
31930,0060675,4710
4984,0060714,42724
6386,0060748,5921
7327,0060827,797
7882,0060841,29049
7122,0060908,17685
5801,0060921,31918
4337,0060934,5923
5062,0060955,20620
8820,0061015,18690
91582,0061024,39287
2180,0061107,5780
8525,0061135,20277
2969,0061138,42726
6584,0061177,21449
2132,0061184,396
7995,0061189,42725
104119,0061253,241340
26160,0061369,11047
2870,0061385,17887
7708,0061391,18209
154,0061395,649
34517,0061398,42689
3028,0061407,25560
1084,0061418,475
7714,0061439,18978
5796,0061452,12208
45000,0061473,1629
4854,0061489,26299
1276,0061512,903
2944,0061578,1654
2135,0061584,16081
26163,0061589,135
8819,0061595,45335
3487,0061619,6644
26164,0061643,33257
55078,0061648,3469
8928,0061655,3053
2047,0061715,24816
1247,0061722,37247
3451,0061735,1879
2922,0061747,4929
2049,0061749,25445
7204,0061758,33642
3460,0061765,99008
5142,0061781,38442
7888,0061791,22682
6852,0061809,18900
1950,0061811,10633
6257,0061834,42695
2078,0061852,9325
51044,0061937,34038
110752,0061988,42697
53737,0062038,42700
26171,0062136,10227
26172,0062138,26039
3658,0062168,26912
7946,0062185,3547
3025,0062218,64963
7587,0062229,5511
71755,0062352,67062
6480,0062362,32489
26176,0062374,41212
3296,0062376,25934
7959,0062395,22694
26178,0062407,5767
26180,0062425,42713
6646,0062430,3055
6639,0062467,11206
7569,0062512,667
924,0062622,62
7136,0062695,255
674,0062711,8069
2035,0062737,16249
8882,0062755,26690
7076,0062765,916
4281,0062776,46498
8147,0062794,29146
7247,0062803,11708
3427,0062824,26170
3875,0062885,39891
702,0062952,753
4912,0062994,16085
32174,0063035,22377
26188,0063050,22176
3143,0063056,31681
86982,0063172,3107
8267,0063218,67217
4427,0063227,18988
7650,0063285,31965
968,0063350,10331
3507,0063374,11356
1951,0063385,17917
8763,0063389,64877
5004,0063415,10794
2529,0063442,871
2300,0063462,30197
57418,0063483,42635
3668,0063518,6003
2160,0063522,805
6826,0063591,20238
7936,0063611,26372
39659,0063678,5335
2764,0063688,912
775,0063715,41225
8840,0063803,42694
1023,0063819,81310
2857,0063823,12105
26198,0063829,27983
2285,0063850,14794
59834,0063970,37308
26199,0064002,5638
8191,0064030,22522
46855,0064040,15383
114082,0064064,3171
8571,0064100,26520
1304,0064115,642
1209,0064116,335
5354,0064117,28289
59805,0064256,74349
3168,0064276,624
4712,0064285,1627
8725,0064381,42604
6732,0064418,14030
6893,0064505,10536
81054,0064588,12482
1010,0064603,14136
111505,0064606,40721
26208,0064612,48831
3806,0064615,18118
5000,0064652,42612
1952,0064665,3116
7979,0064689,42632
7774,0064708,37437
3633,0064757,668
4709,0064782,20391
8015,0064806,28476
8754,0064840,5179
8388,0064893,59427
8797,0064921,27375
4282,0064940,11163
54220,0065037,54494
8039,0065051,11574
6245,0065054,42618
1963,0065063,11485
3011,0065088,28145
3494,0065126,17529
6428,0065134,11916
6808,0065207,11046
599,0065214,576
5475,0065234,2721
2520,0065377,10671
616,0065421,10112
3202,0065436,11900
7897,0065446,23330
2530,0065462,1685
8196,0065466,5722
7958,0065481,31581
76303,0065491,39931
4349,0065528,10364
6920,0065531,11657
6470,0065547,38765
2040,0065566,29228
2925,0065571,8416
49902,0065622,33583
31963,0065651,258
4185,0065687,31151
3201,0065724,26617
4424,0065777,4789
7484,0065780,132
6995,0065832,5227
7190,0065911,131313
3836,0065938,11589
26228,0065955,31304
26229,0065963,64828
45837,0065976,20556
3037,0065988,11040
4296,0066011,9062
5060,0066026,651
7250,0066193,20444
4972,0066195,42597
1272,0066206,11202
26231,0066214,26606
6427,0066279,37662
7111,0066319,38953
50742,0066356,50754
3216,0066380,17343
6528,0066402,19753
6645,0066434,636
3066,0066473,11165
52528,0066491,35838
3622,0066495,24918
6247,0066579,66027
7836,0066580,9459
2031,0066728,22777
37277,0066732,27645
4195,0066740,17965
2788,0066765,9267
37785,0066767,30941
6303,0066769,10514
1078,0066808,11302
2032,0066811,20173
1031,0066817,12335
3957,0066832,21142
8929,0066834,28356
32686,0066849,26774
3167,0066892,36492
32853,0066904,42611
1206,0066921,185
129191,0066922,42590
26241,0066993,31767
3984,0066995,681
4855,0066999,984
26242,0067023,839
2533,0067065,1687
31549,0067085,55624
4857,0067093,14811
1953,0067116,1051
3947,0067128,1485
7894,0067140,336
1235,0067185,343
6840,0067217,32082
1964,0067309,466
67504,0067324,62437
3152,0067328,25188
7069,0067372,11316
3093,0067411,29005
26251,0067439,74689
6684,0067445,6619
6498,0067458,35068
3032,0067525,11234
2984,0067527,29251
4803,0067588,15393
51380,0067647,5691
3522,0067698,48211
3729,0067741,482
5410,0067756,811
47274,0067778,42501
6301,0067800,994
5122,0067803,41357
8332,0067805,45938
4440,0067824,12481
3284,0067848,27841
26258,0067866,13041
6229,0067893,27236
7300,0067927,11951
1419,0067959,36040
1073,0067992,252
7063,0068182,2000
3757,0068230,25993
31524,0068278,10310
5275,0068309,22784
32203,0068315,18047
5353,0068326,55106
3545,0068327,10784
1082,0068334,21711
7922,0068341,33357
6666,0068361,4593
2532,0068408,1688
2871,0068473,10669
26265,0068503,18250
74727,0068519,20871
3069,0068528,88875
3812,0068555,11624
5986,0068575,16993
59935,0068595,3687
2178,0068611,573
5002,0068612,12593
8016,0068638,5916
858,0068646,238
26268,0068655,12089
2921,0068699,11901
3490,0068713,32613
3074,0068762,11943
4438,0068767,11713
3588,0068805,50627
62801,0068817,41474
26271,0068828,23148
5569,0068833,15516
4444,0068935,9462
8544,0069031,24236
2361,0069089,692
7084,0069097,11610
2013,0069113,551
34583,0069121,27292
1162,0069198,30892
87884,0069225,58257
8690,0069280,24559
5120,0069281,993
48061,0069289,15242
3503,0069293,593
41226,0069303,42489
7272,0069332,21968
4422,0069467,10238
6533,0069495,6949
50245,0069687,2204
3363,0069704,838
3741,0069762,3133
6230,0069765,42459
2531,0069768,1705
6395,0069895,29425
6613,0069946,42470
8207,0069947,4909
5105,0069995,931
2137,0070016,15171
32632,0070022,26332
7482,0070034,9461
1997,0070047,9552
3655,0070130,10102
66019,0070136,46595
6051,0070155,7514
26294,0070215,9474
102666,0070233,20803
7060,0070239,12545
3200,0070290,14886
2991,0070328,253
2511,0070334,1847
3682,0070355,10648
45942,0070359,48693
8042,0070379,203
6271,0070460,1675
53887,0070464,42464
615,0070506,51242
3733,0070509,14328
6724,0070510,11293
3198,0070511,5924
7889,0070518,11577
2495,0070544,16306
3034,0070608,11886
26302,0070643,31587
7396,0070644,133919
3735,0070666,9040
26303,0070698,22307
